objectid,nbr_elect_,nbr_elec_1,nbr_elec_2,nbr_elec_3,validite,arrondisse,num_bv,id_bv,shape_area,shape_len
599,13033,122,100,0,oui,199,411,"1941",0,0
600,14911,166,188,0,oui,199,499,"1949",0,0
788,12177,77,77,0,non,188,533,"1853",0,0
800,14133,211,200,0,non,188,555,"1855",0,0
822,11044,55,44,0,non,188,133,"1813",0,0
833,16922,222,200,0,non,188,144,"1814",0,0
877,13466,222,222,0,non,188,155,"1815",0,0
888,14500,233,211,0,non,188,166,"1816",0,0
900,16666,344,322,0,non,188,177,"1817",0,0
98888,1394444,16666,16666,0,non,18888,2222,"1802",0,0
1000,15122,211,211,0,non,188,200,"1820",0,0
1033,13977,211,177,0,non,188,244,"1824",0,0
1077,15044,166,188,0,non,188,600,"1860",0,0
1199,15711,166,155,0,non,188,411,"1841",0,0
1244,12500,77,99,0,non,188,444,"1844",0,0
1255,12033,200,177,0,non,188,488,"1848",0,0
1288,10099,44,44,0,non,188,499,"1849",0,0
1300,13411,144,133,0,non,188,455,"1845",0,0
1377,11588,100,88,0,non,188,688,"1868",0,0
14333,140444,1444,1111,0,non,1000,222,"1002",0,0
14555,138999,2555,2666,0,non,1000,999,"1009",0,0
14888,103666,1333,1111,0,non,1000,666,"1006",0,0
15333,117000,1111,1222,0,non,1000,3444,"1034",0,0
16999,127666,2777,2666,0,non,1000,1555,"1015",0,0
1777,12300,122,122,0,non,122,599,"1259",0,0
1800,12888,211,188,0,non,122,577,"1257",0,0
1822,14833,44,44,0,non,122,477,"1247",0,0
1955,13000,222,233,0,non,122,188,"1218",0,0
200000,1208888,14444,12222,0,non,12222,2222,"1202",0,0
202222,1325555,4444,4444,0,non,12222,6666,"1206",0,0
203333,1405555,16666,19999,0,non,12222,5555,"1205",0,0
204444,1522222,25555,24444,0,non,12222,3333,"1203",0,0
2055,13155,111,100,0,non,122,200,"1220",0,0
207777,1356666,15555,14444,0,non,12222,4444,"1204",0,0
2266,12311,99,88,0,non,122,399,"1239",0,0
23333,125333,2000,2000,0,non,1000,1444,"1014",0,0
23999,136666,1777,1333,0,non,1000,1000,"1010",0,0
246666,1327777,19999,19999,0,non,15555,2222,"1502",0,0
5111,12755,144,166,0,non,166,188,"1618",0,0
2222,1271111,15555,14444,0,oui,19999,2222,"1902",0,0
88,13933,100,100,0,oui,199,111,"1911",0,0
155,12699,188,166,0,oui,199,166,"1916",0,0
244,13955,166,166,0,non,199,233,"1923",0,0
266,13544,188,166,0,non,199,255,"1925",0,0
277,14099,155,133,0,non,199,300,"1930",0,0
288,14700,155,133,0,non,199,599,"1959",0,0
311,13499,55,55,0,oui,199,577,"1957",0,0
355,14399,166,155,0,oui,199,544,"1954",0,0
366,13522,66,66,0,oui,199,688,"1968",0,0
422,13722,144,144,0,oui,199,277,"1927",0,0
500,12844,133,155,0,oui,199,399,"1939",0,0
566,15900,177,188,0,oui,199,488,"1948",0,0
577,14455,111,99,0,oui,199,444,"1944",0,0
611,12044,88,66,0,oui,199,422,"1942",0,0
688,14622,177,144,0,oui,199,588,"1958",0,0
711,17411,99,88,0,non,188,655,"1865",0,0
744,14788,211,188,0,non,188,611,"1861",0,0
844,15299,155,144,0,non,188,122,"1812",0,0
86666,1489999,15555,18888,0,non,18888,9999,"1809",0,0
91111,1289999,24444,23333,0,non,18888,7777,"1807",0,0
95555,1350000,20000,18888,0,non,18888,6666,"1806",0,0
96666,1139999,26666,22222,0,non,18888,5555,"1805",0,0
1011,12433,177,188,0,non,188,233,"1823",0,0
1099,13499,322,322,0,non,188,255,"1825",0,0
1100,15666,100,144,0,non,188,300,"1830",0,0
1188,16099,122,111,0,non,188,433,"1843",0,0
1222,12100,155,144,0,non,188,477,"1847",0,0
1233,14033,155,166,0,non,188,466,"1846",0,0
1299,15888,255,222,0,non,188,577,"1857",0,0
1355,13155,144,133,0,non,188,666,"1866",0,0
14000,137888,2000,1999,0,non,1000,2999,"1029",0,0
14666,112666,1888,1555,0,non,1000,555,"1005",0,0
14777,113888,2000,1999,0,non,1000,444,"1004",0,0
1522,9922,188,144,0,non,100,377,"1037",0,0
15777,123666,1777,1666,0,non,1000,2555,"1025",0,0
15888,118111,2000,1999,0,non,1000,2666,"1026",0,0
16333,125888,1444,1111,0,non,1000,2111,"1021",0,0
17111,125777,2000,1999,0,non,1000,1222,"1012",0,0
1755,13977,166,133,0,non,122,511,"1251",0,0
1888,13299,177,166,0,non,122,133,"1213",0,0
1900,14211,144,133,0,non,122,100,"1210",0,0
1944,12899,99,99,0,non,122,177,"1217",0,0
2155,13188,44,44,0,non,122,300,"1230",0,0
2188,13733,55,55,0,non,122,366,"1236",0,0
2233,13044,77,66,0,non,122,377,"1237",0,0
2288,13600,122,111,0,non,122,444,"1244",0,0
2299,15644,133,133,0,non,122,422,"1242",0,0
245555,1210000,14444,11111,64444,non,15555,1111,"1501",0,0
2499,12633,144,122,0,non,155,655,"1565",0,0
2511,15500,111,111,0,non,155,666,"1566",0,0
2544,15022,277,222,0,non,155,688,"1568",0,0
2555,14288,111,100,0,non,155,577,"1557",0,0
2566,14255,55,66,0,non,155,555,"1555",0,0
2600,13855,122,144,0,non,155,700,"1570",0,0
2611,14055,188,155,0,non,155,533,"1553",0,0
2700,14488,144,133,0,non,155,511,"1551",0,0
2755,14500,88,66,0,non,155,466,"1546",0,0
2766,14288,100,100,0,non,155,455,"1545",0,0
2788,15277,166,133,0,non,155,944,"1594",0,0
2799,14866,133,133,0,non,155,900,"1590",0,0
2822,14644,177,166,0,non,155,811,"1581",0,0
2922,14999,44,44,0,non,155,111,"1511",0,0
295555,1402222,8888,12222,0,non,15555,7777,"1507",0,0
3088,12644,100,77,0,non,155,222,"1522",0,0
3233,15188,100,100,0,non,155,377,"1537",0,0
3266,14022,55,33,0,non,155,399,"1539",0,0
3300,13422,188,177,0,non,155,933,"1593",0,0
3444,11122,199,177,0,non,144,277,"1427",0,0
3455,12466,122,88,0,non,144,266,"1426",0,0
347777,1334444,19999,16666,117777,non,14444,1111,"1401",0,0
3588,13933,166,155,0,non,144,133,"1413",0,0
359999,1366666,10000,12222,0,non,14444,8888,"1408",0,0
3633,13122,122,111,0,non,144,344,"1434",0,0
3677,14711,377,399,0,non,144,411,"1441",0,0
37111,123999,2444,2555,0,non,333,888,"308",0,0
3755,14288,77,66,0,non,144,533,"1453",0,0
3800,14099,166,155,0,non,144,500,"1450",0,0
3822,13499,77,88,0,non,144,477,"1447",0,0
3844,14922,277,244,0,non,144,244,"1424",0,0
3866,13266,188,188,0,non,144,211,"1421",0,0
3933,15377,155,133,0,non,144,199,"1419",0,0
3944,15311,155,133,0,non,144,233,"1423",0,0
4011,16544,11,11,0,non,133,155,"1315",0,0
4022,17355,55,44,0,non,133,177,"1317",0,0
4099,12211,144,144,0,non,133,244,"1324",0,0
4133,16044,100,133,0,non,133,133,"1313",0,0
4188,15011,77,99,0,non,133,300,"1330",0,0
424444,1671111,11111,7777,0,non,13333,3333,"1303",0,0
425555,1583333,11111,12222,0,non,13333,5555,"1305",0,0
4400,15488,77,88,0,non,133,511,"1351",0,0
4522,16355,100,99,0,non,133,411,"1341",0,0
4544,16499,55,44,0,non,133,466,"1346",0,0
4600,15244,100,99,0,non,133,344,"1334",0,0
4622,16444,144,133,0,non,133,600,"1360",0,0
4744,14411,77,77,0,non,166,400,"1640",0,0
4899,12288,88,77,0,non,166,666,"1666",0,0
506666,1461111,19999,15555,0,non,16666,4444,"1604",0,0
5099,12533,166,166,0,non,166,177,"1617",0,0
5122,15711,211,222,0,non,166,511,"1651",0,0
5811,15833,166,166,0,non,111,488,"1148",0,0
59000,146333,1888,1888,0,non,555,444,"504",0,0
59222,145999,1333,1666,1555,non,555,111,"501",0,0
59666,151999,2222,2111,0,non,555,555,"505",0,0
60999,141555,1999,1999,0,non,555,2333,"523",0,0
63888,109666,2555,2555,0,non,111,333,"103",0,0
63999,108111,2222,1888,0,non,111,222,"102",0,0
64111,156444,1444,1444,0,non,444,1333,"413",0,0
65999,110222,1000,1000,0,non,666,2000,"620",0,0
66000,109555,1555,1444,0,non,666,2111,"621",0,0
66222,131222,1555,1555,2888,non,666,111,"601",0,0
66333,95000,1000,1000,0,non,666,999,"609",0,0
66555,112888,1555,1777,0,non,666,444,"604",0,0
66999,152777,2222,2555,0,non,333,1000,"310",0,0
67111,138777,2222,2111,0,non,333,1222,"312",0,0
67222,132555,2777,2555,0,non,333,1333,"313",0,0
67555,130222,2444,2333,555,non,333,111,"301",0,0
7044,14799,99,99,0,non,200,300,"2030",0,0
7100,14311,122,133,0,non,200,466,"2046",0,0
71222,121777,1444,1444,0,non,2000,444,"204",0,0
71333,136000,888,777,0,non,2000,555,"205",0,0
7200,12988,100,99,0,non,200,577,"2057",0,0
7244,14466,177,188,0,non,200,200,"2020",0,0
7255,14744,155,177,0,non,200,233,"2023",0,0
7266,12588,111,111,0,non,200,266,"2026",0,0
7300,14866,100,100,0,non,200,411,"2041",0,0
7377,11911,88,88,0,non,200,522,"2052",0,0
77000,99000,1000,1000,2444,non,222,111,"201",0,0
77333,138222,1777,1777,0,non,222,666,"206",0,0
77666,154666,3333,3111,0,non,222,999,"209",0,0
78777,130777,1555,1444,0,non,777,1666,"716",0,0
79000,129111,1333,1555,0,non,777,333,"703",0,0
79111,117333,1000,999,20777,non,777,111,"701",0,0
79666,141333,1666,2111,0,non,777,888,"708",0,0
8022,14255,144,144,0,non,177,511,"1751",0,0
8033,13455,122,111,0,non,177,644,"1764",0,0
8055,13422,100,88,11,non,177,655,"1765",0,0
8066,14288,111,111,0,non,177,622,"1762",0,0
8111,12600,66,55,0,non,177,588,"1758",0,0
8144,15422,222,211,0,non,177,544,"1754",0,0
8199,13166,77,44,0,non,177,244,"1724",0,0
8222,11599,199,155,0,non,177,322,"1732",0,0
8233,13411,299,288,0,non,177,311,"1731",0,0
8277,12766,177,155,0,non,177,277,"1727",0,0
8299,12933,155,133,0,non,177,188,"1718",0,0
836666,1366666,10000,12222,0,non,17777,2222,"1702",0,0
8411,14422,199,199,0,non,177,433,"1743",0,0
8455,14200,100,77,0,non,177,388,"1738",0,0
8488,15000,177,122,0,non,177,444,"1744",0,0
8533,13555,133,144,0,non,177,377,"1737",0,0
865555,1352222,17777,13333,0,non,17777,6666,"1706",0,0
8677,10888,155,111,0,non,177,222,"1722",0,0
8700,11488,199,188,0,non,99,77,"907",0,0
8766,14511,166,155,0,non,99,88,"908",0,0
8799,12144,144,133,11,non,99,99,"909",0,0
8966,13711,266,233,0,non,99,33,"903",0,0
4055,16344,88,88,0,non,133,200,"1320",0,0
4066,15699,33,33,0,non,133,211,"1321",0,0
4088,12977,133,133,0,non,133,233,"1323",0,0
4166,13399,66,66,0,non,133,311,"1331",0,0
4333,12000,111,111,0,non,133,355,"1335",0,0
4422,15644,99,133,0,non,133,577,"1357",0,0
4433,16777,88,88,0,non,133,599,"1359",0,0
4555,13544,66,33,0,non,133,699,"1369",0,0
4688,13900,233,244,0,non,166,100,"1610",0,0
4711,12899,88,77,0,non,166,488,"1648",0,0
4733,14322,100,100,0,non,166,411,"1641",0,0
4766,14955,199,199,0,non,166,499,"1649",0,0
4788,14844,99,99,0,non,166,388,"1638",0,0
4799,13799,144,144,0,non,166,377,"1637",0,0
4844,14533,100,111,0,non,166,211,"1621",0,0
4922,13400,99,111,0,non,166,677,"1667",0,0
4933,12899,99,99,0,non,166,622,"1662",0,0
4944,11900,188,199,0,non,166,655,"1665",0,0
499999,1185555,13333,17777,0,non,16666,8888,"1608",0,0
5000,12033,122,111,0,non,166,144,"1614",0,0
501111,1138888,16666,16666,0,non,16666,6666,"1606",0,0
503333,1419999,14444,16666,0,non,16666,7777,"1607",0,0
5166,14566,122,122,0,non,166,566,"1656",0,0
5199,12900,166,177,0,non,166,544,"1654",0,0
5200,13533,88,88,0,non,166,233,"1623",0,0
5400,14866,200,155,0,non,111,299,"1129",0,0
5477,14177,322,300,0,non,111,377,"1137",0,0
5499,14400,211,211,0,non,111,355,"1135",0,0
5511,13588,255,299,0,non,111,122,"1112",0,0
560000,1308888,10000,12222,0,non,11111,3333,"1103",0,0
5677,15588,155,155,0,non,111,533,"1153",0,0
5833,12755,155,155,0,non,111,199,"1119",0,0
5866,14999,255,255,0,non,111,333,"1133",0,0
5877,15411,222,199,0,non,111,155,"1115",0,0
59555,146999,1999,1999,0,non,555,666,"506",0,0
59777,150999,888,888,0,non,555,999,"509",0,0
60111,152666,1555,1333,0,non,555,1777,"517",0,0
60222,148888,1888,1999,0,non,555,1666,"516",0,0
61666,134888,1666,1666,0,non,888,777,"807",0,0
62111,124555,1888,2000,0,non,888,222,"802",0,0
62888,110888,1000,1111,0,non,888,1777,"817",0,0
62999,108888,1333,1222,0,non,888,1888,"818",0,0
63666,97555,1999,1888,0,non,111,555,"105",0,0
64666,119222,1333,1333,0,non,444,444,"404",0,0
64999,145777,1222,1111,0,non,444,888,"408",0,0
65111,121999,1777,1777,0,non,666,1444,"614",0,0
65444,99444,2000,2222,0,non,666,1999,"619",0,0
66111,118222,1000,1000,0,non,666,2222,"622",0,0
66777,111888,2000,2000,0,non,666,666,"606",0,0
67333,143222,3222,3000,0,non,333,1444,"314",0,0
67888,138888,1999,2000,0,non,333,666,"306",0,0
68444,130555,2222,2333,0,non,444,1444,"414",0,0
68555,157333,3888,3555,0,non,444,666,"406",0,0
68777,104222,888,888,0,non,2000,222,"202",0,0
6899,15000,166,166,0,non,200,755,"2075",0,0
6955,14144,122,133,0,non,200,144,"2014",0,0
6988,13355,88,88,0,non,200,188,"2018",0,0
7011,15066,133,133,0,non,200,322,"2032",0,0
71111,124444,1555,1555,4333,non,2000,111,"201",0,0
7144,12600,199,199,0,non,200,600,"2060",0,0
7188,12799,211,200,0,non,200,688,"2068",0,0
7311,13600,22,22,0,non,200,333,"2033",0,0
7333,14277,122,122,0,non,200,422,"2042",0,0
7466,12977,166,166,0,non,200,633,"2063",0,0
7477,15133,200,200,0,non,200,500,"2050",0,0
7499,14366,355,355,0,non,200,733,"2073",0,0
7533,11100,99,99,0,non,200,655,"2065",0,0
75777,122222,999,999,0,non,2000,777,"207",0,0
7600,15000,99,99,0,non,200,111,"2011",0,0
76555,144666,2666,2555,0,non,555,2111,"521",0,0
77222,135555,1999,2000,0,non,222,555,"205",0,0
78888,134000,0,0,0,non,777,1555,"715",0,0
78999,131555,2000,2111,0,non,777,222,"702",0,0
79333,142888,1888,1888,0,non,777,555,"705",0,0
79888,122111,1111,1000,0,non,777,1333,"713",0,0
8044,14633,233,211,0,non,177,633,"1763",0,0
8088,14733,122,122,11,non,177,599,"1759",0,0
8122,14899,100,100,0,non,177,566,"1756",0,0
8155,15166,144,100,0,non,177,555,"1755",0,0
8200,12133,88,77,0,non,177,200,"1720",0,0
8266,15099,266,244,0,non,177,288,"1728",0,0
8311,13422,111,100,0,non,177,211,"1721",0,0
832222,1392222,17777,16666,0,non,17777,4444,"1704",0,0
833333,1288888,17777,17777,21111,non,17777,1111,"1701",0,0
834444,1388888,18888,16666,0,non,17777,5555,"1705",0,0
837777,1497777,26666,22222,0,non,17777,9999,"1709",0,0
8433,14966,99,99,0,non,177,411,"1741",0,0
8444,14411,100,100,0,non,177,400,"1740",0,0
8555,12066,144,144,0,non,177,100,"1710",0,0
8600,14322,188,166,0,non,177,155,"1715",0,0
87222,126777,2222,2222,5000,non,999,111,"901",0,0
87888,141888,1888,1777,0,non,999,1444,"914",0,0
88444,129555,2000,1999,0,non,999,2000,"920",0,0
88555,133111,1999,2000,0,non,999,1888,"918",0,0
88666,135555,2444,2555,0,non,999,1999,"919",0,0
8888,13577,111,111,0,non,99,244,"924",0,0
8899,13688,377,377,0,non,99,266,"926",0,0
8911,14488,344,311,0,non,99,277,"927",0,0
5088,12611,166,177,0,non,166,199,"1619",0,0
5144,14122,188,188,0,non,166,588,"1658",0,0
5155,14711,122,122,0,non,166,600,"1660",0,0
5222,13766,155,155,0,non,166,155,"1615",0,0
5244,12400,55,55,0,non,166,466,"1646",0,0
5266,14400,133,166,0,non,166,322,"1632",0,0
5288,13466,100,88,0,non,166,300,"1630",0,0
5299,14055,211,200,0,non,166,366,"1636",0,0
5300,12522,122,111,0,non,166,299,"1629",0,0
5311,12555,111,100,0,non,166,433,"1643",0,0
5322,14355,66,66,0,non,166,200,"1620",0,0
5333,12488,111,133,22,non,166,122,"1612",0,0
5344,14555,311,277,0,non,111,211,"1121",0,0
5355,14866,166,155,0,non,111,200,"1120",0,0
5422,12999,200,199,0,non,111,188,"1118",0,0
5466,15233,155,144,0,non,111,255,"1125",0,0
5599,13055,133,100,0,non,111,399,"1139",0,0
564444,1318888,16666,15555,0,non,11111,7777,"1107",0,0
565555,1274444,21111,20000,0,non,11111,8888,"1108",0,0
5699,15833,233,200,0,non,111,511,"1151",0,0
5711,15666,155,166,0,non,111,544,"1154",0,0
574444,1345555,14444,12222,0,non,11111,2222,"1102",0,0
5799,15066,133,122,0,non,111,477,"1147",0,0
5822,13922,88,88,0,non,111,400,"1140",0,0
59333,165555,1222,1555,0,non,555,888,"508",0,0
59888,147444,1888,1999,0,non,555,1000,"510",0,0
59999,157222,1333,1333,0,non,555,1111,"511",0,0
60666,129000,2222,2333,0,non,555,1888,"518",0,0
61111,150999,3777,3777,0,non,555,2555,"525",0,0
61444,112444,2222,2222,0,non,888,1000,"810",0,0
62444,139222,777,999,0,non,888,1666,"816",0,0
63111,83111,1555,1222,0,non,111,1000,"110",0,0
63333,80222,1555,888,0,non,111,888,"108",0,0
63444,98888,1555,1555,0,non,111,777,"107",0,0
63777,128555,2000,1777,0,non,111,444,"104",0,0
64333,111222,2000,2000,0,non,444,222,"402",0,0
64888,133666,2444,2111,0,non,444,777,"407",0,0
65222,113000,2000,2000,0,non,666,1222,"612",0,0
65333,130222,2666,2777,0,non,666,1333,"613",0,0
65666,131555,1444,1444,0,non,666,1555,"615",0,0
65777,143888,1888,1888,0,non,666,1777,"617",0,0
66444,95333,1111,1000,0,non,666,888,"608",0,0
66666,114555,1222,1000,0,non,666,555,"605",0,0
68111,130888,2333,2333,0,non,666,333,"603",0,0
68222,121444,1999,1999,0,non,333,555,"305",0,0
6888,15133,299,299,0,non,200,766,"2076",0,0
6900,15444,199,188,0,non,200,700,"2070",0,0
6922,12833,122,122,0,non,200,122,"2012",0,0
6944,12677,133,133,0,non,200,100,"2010",0,0
6977,13800,99,99,0,non,200,177,"2017",0,0
7000,13755,99,88,0,non,200,244,"2024",0,0
7077,14744,233,255,0,non,200,488,"2048",0,0
7088,14766,211,211,0,non,200,444,"2044",0,0
7155,14600,166,155,0,non,200,599,"2059",0,0
7222,13755,99,100,0,non,200,199,"2019",0,0
7233,14477,55,55,0,non,200,211,"2021",0,0
7277,12788,111,111,0,non,200,277,"2027",0,0
7288,14777,200,200,0,non,200,455,"2045",0,0
7322,13544,99,99,0,non,200,344,"2034",0,0
7344,13500,111,111,0,non,200,388,"2038",0,0
7355,13855,99,99,0,non,200,399,"2039",0,0
7388,12188,22,22,0,non,200,533,"2053",0,0
7399,13833,88,88,0,non,200,544,"2054",0,0
7411,13022,44,55,0,non,200,366,"2036",0,0
7422,13000,133,122,0,non,200,377,"2037",0,0
7433,13799,111,111,0,non,200,155,"2015",0,0
74444,131999,1666,1666,0,non,2000,333,"203",0,0
7599,13133,177,177,0,non,200,622,"2062",0,0
76222,108444,1888,1777,0,non,444,1111,"411",0,0
76444,137555,2999,2999,0,non,555,2222,"522",0,0
77555,131000,3000,3111,0,non,222,1000,"210",0,0
77999,117888,2777,2111,0,non,777,2444,"724",0,0
78333,142777,3222,3111,0,non,777,2111,"721",0,0
78666,120888,1222,1000,0,non,777,1777,"717",0,0
79222,140111,1111,999,0,non,777,444,"704",0,0
79555,143777,2111,2333,0,non,777,777,"707",0,0
80000,118777,1666,1444,0,non,777,999,"709",0,0
8077,14311,155,133,0,non,177,611,"1761",0,0
8099,14111,77,77,0,non,177,600,"1760",0,0
8133,14588,33,22,0,non,177,577,"1757",0,0
8188,13800,144,100,0,non,177,233,"1723",0,0
8244,15388,177,122,11,non,177,333,"1733",0,0
8255,12399,200,199,0,non,177,355,"1735",0,0
835555,1379999,23333,23333,0,non,17777,3333,"1703",0,0
8399,14111,55,55,0,non,177,166,"1716",0,0
8400,10977,22,22,0,non,177,177,"1717",0,0
8422,14500,55,55,0,non,177,422,"1742",0,0
8466,14066,99,99,0,non,177,500,"1750",0,0
8499,13455,144,155,0,non,177,499,"1749",0,0
8544,11388,88,88,0,non,177,399,"1739",0,0
8566,13555,155,144,0,non,177,111,"1711",0,0
8577,14088,177,188,0,non,177,122,"1712",0,0
8588,14266,311,299,0,non,177,133,"1713",0,0
8599,15400,188,177,0,non,177,144,"1714",0,0
86222,150333,2555,2444,0,non,222,888,"208",0,0
8711,11477,277,299,11,non,99,66,"906",0,0
88000,141888,2444,2111,0,non,999,1000,"910",0,0
5211,14088,88,100,0,non,166,311,"1631",0,0
5255,13966,155,166,0,non,166,399,"1639",0,0
5399,17111,222,211,0,non,111,311,"1131",0,0
5411,17455,166,144,0,non,111,322,"1132",0,0
5455,16144,122,100,0,non,111,244,"1124",0,0
5488,14788,155,144,0,non,111,366,"1136",0,0
5533,13700,255,277,0,non,111,111,"1111",0,0
554444,1341111,11111,11111,0,non,11111,9999,"1109",0,0
556666,1549999,13333,13333,0,non,11111,4444,"1104",0,0
557777,1551111,19999,19999,0,non,11111,5555,"1105",0,0
5611,15588,100,88,0,non,111,433,"1143",0,0
5622,14422,177,188,0,non,111,422,"1142",0,0
5722,15822,122,144,0,non,111,444,"1144",0,0
5733,15222,100,111,0,non,111,455,"1145",0,0
